logisticsid,po_id,carrier,shipmentmode,freightcost,expecteddelivery,actualdelivery,shipmentstatus,origincountry,destinationstore
LOG-001214,PO-001214,Ryder,Truck,4.45,2026-10-18,2026-10-18,Delivered,USA,Boston Flagship
LOG-001215,PO-001215,FedEx Freight,Rail,4.83,2024-11-03,2024-11-03,Delivered,Mexico,Boston Flagship
LOG-001216,PO-001216,UPS Supply Chain,Sea,8.77,2025-06-30,2025-06-30,Delivered,Mexico,Boston Flagship
LOG-001217,PO-001217,J.B. Hunt,Air,7.18,2025-11-03,2025-11-03,Delivered,Mexico,Boston Flagship
LOG-001218,PO-001218,Echo Global,Air,5.45,2025-12-15,2025-12-15,Delivered,Mexico,Boston Flagship
LOG-001219,PO-001219,Echo Global,Sea,4.08,2026-06-06,2026-06-06,Delivered,Mexico,Boston Flagship
LOG-001220,PO-001220,Echo Global,Air,6.35,2026-08-18,2026-08-20,Delivered,Mexico,Boston Flagship
LOG-001221,PO-001221,Ryder,Rail,4.58,2026-09-15,2026-09-17,Delivered,Mexico,Boston Flagship
LOG-001222,PO-001222,XPO Logistics,Air,3.22,2025-03-27,2025-03-27,Delivered,USA,Boston Flagship
LOG-001223,PO-001223,J.B. Hunt,Truck,6.5,2025-05-01,2025-05-01,Delivered,USA,Boston Flagship
LOG-001224,PO-001224,J.B. Hunt,Truck,3.05,2025-05-28,2025-05-28,Delivered,USA,Boston Flagship
LOG-001225,PO-001225,Ryder,Truck,4.0,2025-08-10,2025-08-10,Delivered,USA,Boston Flagship
LOG-001226,PO-001226,Ryder,Sea,2.05,2025-10-09,2025-10-09,Delivered,USA,Boston Flagship
LOG-001227,PO-001227,Echo Global,Rail,3.48,2025-12-19,2025-12-19,Delivered,USA,Boston Flagship
LOG-001228,PO-001228,UPS Supply Chain,Truck,3.52,2026-01-21,2026-01-21,Delivered,USA,Boston Flagship
LOG-001229,PO-001229,Ryder,Rail,6.22,2026-02-28,2026-02-28,Delivered,USA,Boston Flagship
LOG-001230,PO-001230,FedEx Freight,Truck,3.01,2026-03-28,2026-03-28,Delivered,USA,Boston Flagship
LOG-001231,PO-001231,J.B. Hunt,Truck,5.23,2026-04-27,2026-04-25,Delivered,USA,Boston Flagship
LOG-001232,PO-001232,XPO Logistics,Truck,2.92,2026-06-28,2026-06-27,Delivered,USA,Boston Flagship
LOG-001233,PO-001233,FedEx Freight,Sea,1.86,2026-10-02,2026-10-02,Delivered,USA,Boston Flagship
LOG-001234,PO-001234,J.B. Hunt,Truck,1.51,2026-10-23,2026-10-23,Delivered,USA,Boston Flagship
LOG-001235,PO-001235,FedEx Freight,Truck,4.1,2026-12-30,2026-12-30,Delivered,USA,Boston Flagship
LOG-001236,PO-001236,Echo Global,Rail,6.49,2024-11-16,2024-11-16,Delivered,USA,Boston Flagship
LOG-001237,PO-001237,J.B. Hunt,Truck,5.44,2025-05-16,2025-05-16,Delivered,USA,Boston Flagship
LOG-001238,PO-001238,XPO Logistics,Sea,5.9,2025-09-01,2025-09-01,Delivered,USA,Boston Flagship
LOG-001239,PO-001239,J.B. Hunt,Truck,4.44,2025-10-19,2025-10-19,Delivered,USA,Boston Flagship
LOG-001240,PO-001240,XPO Logistics,Sea,5.0,2025-12-08,2025-12-07,Delivered,USA,Boston Flagship
LOG-001241,PO-001241,FedEx Freight,Truck,5.94,2026-02-24,2026-02-24,Delivered,USA,Boston Flagship
LOG-001242,PO-001242,J.B. Hunt,Air,5.91,2026-04-10,2026-04-10,Delivered,USA,Boston Flagship
LOG-001243,PO-001243,Ryder,Sea,7.81,2026-09-12,2026-09-12,Delivered,USA,Boston Flagship
LOG-001244,PO-001244,XPO Logistics,Truck,9.77,2026-12-12,2026-12-12,Delivered,USA,Boston Flagship
LOG-001245,PO-001245,Ryder,Air,10.52,2025-04-21,2025-04-20,Delivered,USA,Boston Flagship
LOG-001246,PO-001246,J.B. Hunt,Air,7.4,2025-08-01,2025-08-01,Delivered,USA,Boston Flagship
LOG-001247,PO-001247,UPS Supply Chain,Sea,5.85,2025-12-20,2025-12-20,Delivered,USA,Boston Flagship
LOG-001248,PO-001248,Echo Global,Air,10.89,2026-07-21,2026-07-21,Delivered,USA,Boston Flagship
LOG-001249,PO-001249,UPS Supply Chain,Sea,11.1,2024-12-15,2024-12-25,Delivered,UAE,Boston Flagship
LOG-001250,PO-001250,J.B. Hunt,Air,12.04,2025-01-15,2025-01-25,Delivered,UAE,Boston Flagship
LOG-001251,PO-001251,J.B. Hunt,Truck,17.97,2025-04-27,2025-05-08,Delivered,UAE,Boston Flagship
LOG-001252,PO-001252,J.B. Hunt,Truck,21.53,2025-08-07,2025-08-07,Delivered,UAE,Boston Flagship
LOG-001253,PO-001253,UPS Supply Chain,Air,15.16,2026-07-05,2026-07-05,Delivered,UAE,Boston Flagship
LOG-001254,PO-001254,Ryder,Air,13.51,2026-07-30,2026-07-28,Delivered,UAE,Boston Flagship
LOG-001255,PO-001255,UPS Supply Chain,Truck,11.27,2026-12-31,2026-12-31,Delivered,UAE,Boston Flagship
LOG-001256,PO-001256,UPS Supply Chain,Sea,11.11,2024-10-20,2024-10-20,Delivered,USA,Boston Flagship
LOG-001257,PO-001257,Ryder,Truck,10.86,2024-11-08,2024-11-08,Delivered,USA,Boston Flagship
LOG-001258,PO-001258,FedEx Freight,Truck,18.13,2024-11-20,2024-11-20,Delivered,USA,Boston Flagship
LOG-001259,PO-001259,XPO Logistics,Truck,14.63,2024-11-26,2024-11-26,Delivered,USA,Boston Flagship
LOG-001260,PO-001260,Ryder,Truck,6.73,2024-12-01,2024-12-01,Delivered,USA,Boston Flagship
LOG-001261,PO-001261,Ryder,Truck,10.19,2024-12-07,2024-12-07,Delivered,USA,Boston Flagship
LOG-001262,PO-001262,FedEx Freight,Truck,9.78,2025-01-18,2025-01-17,Delivered,USA,Boston Flagship
LOG-001263,PO-001263,Echo Global,Truck,8.65,2025-01-25,2025-01-25,Delivered,USA,Boston Flagship
LOG-001264,PO-001264,XPO Logistics,Rail,13.2,2025-02-04,2025-02-04,Delivered,USA,Boston Flagship
LOG-001265,PO-001265,Echo Global,Sea,22.87,2025-03-21,2025-03-21,Delivered,USA,Boston Flagship
LOG-001266,PO-001266,XPO Logistics,Air,15.59,2025-04-08,2025-04-08,Delivered,USA,Boston Flagship
LOG-001267,PO-001267,Echo Global,Truck,10.05,2025-05-24,2025-05-24,Delivered,USA,Boston Flagship
LOG-001268,PO-001268,XPO Logistics,Rail,6.76,2025-06-19,2025-06-19,Delivered,USA,Boston Flagship
LOG-001269,PO-001269,Ryder,Sea,7.81,2025-07-09,2025-07-09,Delivered,USA,Boston Flagship
LOG-001270,PO-001270,UPS Supply Chain,Sea,10.88,2025-07-15,2025-07-14,Delivered,USA,Boston Flagship
LOG-001271,PO-001271,XPO Logistics,Rail,10.88,2025-09-12,2025-09-12,Delivered,USA,Boston Flagship
LOG-001272,PO-001272,XPO Logistics,Sea,10.01,2025-09-17,2025-09-17,Delivered,USA,Boston Flagship
LOG-001273,PO-001273,UPS Supply Chain,Truck,14.51,2025-10-14,2025-10-14,Delivered,USA,Boston Flagship
LOG-001274,PO-001274,J.B. Hunt,Air,6.1,2025-11-07,2025-11-07,Delivered,USA,Boston Flagship
LOG-001275,PO-001275,XPO Logistics,Rail,16.65,2025-11-19,2025-11-19,Delivered,USA,Boston Flagship
LOG-001276,PO-001276,XPO Logistics,Truck,10.55,2025-12-13,2025-12-13,Delivered,USA,Boston Flagship
LOG-001277,PO-001277,XPO Logistics,Truck,8.93,2025-12-24,2025-12-24,Delivered,USA,Boston Flagship
LOG-001278,PO-001278,Echo Global,Truck,5.87,2026-01-12,2026-01-12,Delivered,USA,Boston Flagship
LOG-001279,PO-001279,FedEx Freight,Truck,6.15,2026-01-28,2026-01-28,Delivered,USA,Boston Flagship
LOG-001280,PO-001280,Echo Global,Truck,7.71,2026-02-27,2026-02-27,Delivered,USA,Boston Flagship
LOG-001281,PO-001281,Echo Global,Rail,15.6,2026-03-12,2026-03-12,Delivered,USA,Boston Flagship
LOG-001282,PO-001282,UPS Supply Chain,Sea,7.74,2026-03-26,2026-03-25,Delivered,USA,Boston Flagship
LOG-001283,PO-001283,J.B. Hunt,Truck,10.99,2026-04-10,2026-04-08,Delivered,USA,Boston Flagship
LOG-001284,PO-001284,FedEx Freight,Truck,22.37,2026-05-16,2026-05-16,Delivered,USA,Boston Flagship
LOG-001285,PO-001285,Echo Global,Truck,6.53,2026-06-03,2026-06-03,Delivered,USA,Boston Flagship
LOG-001286,PO-001286,FedEx Freight,Truck,8.79,2026-06-26,2026-06-26,Delivered,USA,Boston Flagship
LOG-001287,PO-001287,Ryder,Sea,20.1,2026-07-01,2026-07-01,Delivered,USA,Boston Flagship
LOG-001288,PO-001288,XPO Logistics,Rail,12.04,2026-07-28,2026-07-28,Delivered,USA,Boston Flagship
LOG-001289,PO-001289,Ryder,Truck,9.57,2026-08-07,2026-08-07,Delivered,USA,Boston Flagship
LOG-001290,PO-001290,Echo Global,Truck,12.59,2026-08-25,2026-08-25,Delivered,USA,Boston Flagship
LOG-001291,PO-001291,Ryder,Air,24.71,2026-09-06,2026-09-06,Delivered,USA,Boston Flagship
LOG-001292,PO-001292,J.B. Hunt,Rail,12.9,2026-09-23,2026-09-23,Delivered,USA,Boston Flagship
LOG-001293,PO-001293,FedEx Freight,Truck,12.51,2026-10-05,2026-10-05,Delivered,USA,Boston Flagship
LOG-001294,PO-001294,Echo Global,Truck,17.54,2026-10-17,2026-10-17,Delivered,USA,Boston Flagship
LOG-001295,PO-001295,FedEx Freight,Rail,16.88,2026-11-18,2026-11-18,Delivered,USA,Boston Flagship
LOG-001296,PO-001296,J.B. Hunt,Sea,15.23,2026-12-05,2026-12-03,Delivered,USA,Boston Flagship
LOG-001297,PO-001297,Echo Global,Truck,13.11,2026-12-16,2026-12-16,Delivered,USA,Boston Flagship
LOG-001298,PO-001298,FedEx Freight,Truck,11.38,2026-12-23,2026-12-23,Delivered,USA,Boston Flagship
LOG-001299,PO-001299,XPO Logistics,Rail,7.19,2026-12-31,2026-12-31,Delivered,USA,Boston Flagship
LOG-001300,PO-001300,XPO Logistics,Truck,16.45,2025-07-23,2025-07-23,Delivered,Mexico,Boston Flagship
LOG-001301,PO-001301,FedEx Freight,Sea,17.94,2025-08-21,2025-08-21,Delivered,Mexico,Boston Flagship
LOG-001302,PO-001302,J.B. Hunt,Truck,26.31,2025-10-28,2025-10-28,Delivered,Mexico,Boston Flagship
LOG-001303,PO-001303,Echo Global,Truck,23.16,2025-11-27,2025-11-27,Delivered,Mexico,Boston Flagship
LOG-001304,PO-001304,UPS Supply Chain,Air,25.71,2025-12-29,2025-12-27,Delivered,Mexico,Boston Flagship
LOG-001305,PO-001305,Ryder,Truck,27.76,2026-02-04,2026-02-08,Delivered,Mexico,Boston Flagship
LOG-001306,PO-001306,UPS Supply Chain,Truck,19.21,2026-02-28,2026-02-28,Delivered,Mexico,Boston Flagship
LOG-001307,PO-001307,XPO Logistics,Rail,17.3,2026-03-25,2026-03-25,Delivered,Mexico,Boston Flagship
LOG-001308,PO-001308,Echo Global,Rail,16.62,2026-04-11,2026-04-11,Delivered,Mexico,Boston Flagship
LOG-001309,PO-001309,J.B. Hunt,Truck,24.95,2026-05-18,2026-05-16,Delivered,Mexico,Boston Flagship
LOG-001310,PO-001310,J.B. Hunt,Sea,26.66,2026-07-19,2026-07-19,Delivered,Mexico,Boston Flagship
LOG-001311,PO-001311,J.B. Hunt,Truck,14.27,2026-08-14,2026-08-14,Delivered,Mexico,Boston Flagship
LOG-001312,PO-001312,Echo Global,Truck,24.05,2026-10-08,2026-10-08,Delivered,Mexico,Boston Flagship
LOG-001313,PO-001313,UPS Supply Chain,Truck,24.72,2026-11-06,2026-11-11,Delivered,Mexico,Boston Flagship
LOG-001314,PO-001314,FedEx Freight,Sea,28.84,2026-11-23,2026-11-23,Delivered,Mexico,Boston Flagship
LOG-001315,PO-001315,XPO Logistics,Truck,16.91,2026-12-08,2026-12-08,Delivered,Mexico,Boston Flagship
LOG-001316,PO-001316,UPS Supply Chain,Sea,29.05,2026-12-22,2026-12-20,Delivered,Mexico,Boston Flagship
LOG-001317,PO-001317,J.B. Hunt,Air,13.14,2026-12-31,2026-12-31,Delivered,Mexico,Boston Flagship
LOG-001318,PO-001318,XPO Logistics,Truck,22.15,2024-11-27,2024-11-27,Delivered,USA,Boston Flagship
LOG-001319,PO-001319,J.B. Hunt,Truck,12.85,2024-12-13,2024-12-13,Delivered,USA,Boston Flagship
LOG-001320,PO-001320,Echo Global,Truck,12.27,2025-02-09,2025-02-09,Delivered,USA,Boston Flagship
LOG-001321,PO-001321,UPS Supply Chain,Sea,20.0,2025-02-16,2025-02-14,Delivered,USA,Boston Flagship
LOG-001322,PO-001322,XPO Logistics,Truck,20.05,2025-03-01,2025-03-08,Delivered,USA,Boston Flagship
LOG-001323,PO-001323,XPO Logistics,Truck,26.86,2025-03-25,2025-03-25,Delivered,USA,Boston Flagship
LOG-001324,PO-001324,UPS Supply Chain,Truck,14.55,2025-05-10,2025-05-10,Delivered,USA,Boston Flagship
LOG-001325,PO-001325,UPS Supply Chain,Truck,14.4,2025-06-28,2025-06-28,Delivered,USA,Boston Flagship
LOG-001326,PO-001326,Echo Global,Air,16.34,2025-08-16,2025-08-16,Delivered,USA,Boston Flagship
LOG-001327,PO-001327,J.B. Hunt,Truck,24.18,2025-09-18,2025-09-18,Delivered,USA,Boston Flagship
LOG-001328,PO-001328,XPO Logistics,Rail,20.14,2025-10-26,2025-10-26,Delivered,USA,Boston Flagship
LOG-001329,PO-001329,Ryder,Rail,16.26,2025-12-06,2025-12-06,Delivered,USA,Boston Flagship
LOG-001330,PO-001330,FedEx Freight,Rail,10.06,2025-12-26,2025-12-26,Delivered,USA,Boston Flagship
LOG-001331,PO-001331,Ryder,Truck,11.55,2026-01-04,2026-01-04,Delivered,USA,Boston Flagship
LOG-001332,PO-001332,Echo Global,Sea,20.57,2026-02-12,2026-02-12,Delivered,USA,Boston Flagship
LOG-001333,PO-001333,Echo Global,Air,11.03,2026-02-21,2026-02-21,Delivered,USA,Boston Flagship
LOG-001334,PO-001334,Ryder,Truck,18.4,2026-04-19,2026-04-19,Delivered,USA,Boston Flagship
LOG-001335,PO-001335,FedEx Freight,Truck,14.99,2026-05-02,2026-05-02,Delivered,USA,Boston Flagship
LOG-001336,PO-001336,XPO Logistics,Truck,26.42,2026-06-11,2026-06-11,Delivered,USA,Boston Flagship
LOG-001337,PO-001337,Ryder,Rail,13.04,2026-06-30,2026-06-28,Delivered,USA,Boston Flagship
LOG-001338,PO-001338,XPO Logistics,Rail,17.81,2026-08-09,2026-08-07,Delivered,USA,Boston Flagship
LOG-001339,PO-001339,UPS Supply Chain,Sea,16.05,2026-09-12,2026-09-12,Delivered,USA,Boston Flagship
LOG-001340,PO-001340,Echo Global,Rail,8.97,2026-10-02,2026-10-02,Delivered,USA,Boston Flagship
LOG-001341,PO-001341,Ryder,Truck,7.79,2026-11-18,2026-11-18,Delivered,USA,Boston Flagship
LOG-001342,PO-001342,Echo Global,Truck,14.64,2026-11-29,2026-11-29,Delivered,USA,Boston Flagship
LOG-001343,PO-001343,FedEx Freight,Air,12.49,2026-12-09,2026-12-09,Delivered,USA,Boston Flagship
LOG-001344,PO-001344,UPS Supply Chain,Air,11.52,2026-12-20,2026-12-20,Delivered,USA,Boston Flagship
LOG-001345,PO-001345,J.B. Hunt,Truck,26.2,2026-12-28,2026-12-28,Delivered,USA,Boston Flagship
LOG-001346,PO-001346,XPO Logistics,Sea,13.52,2024-10-10,2024-10-08,Delivered,USA,Boston Flagship
LOG-001347,PO-001347,Echo Global,Truck,20.56,2024-11-23,2024-11-23,Delivered,USA,Boston Flagship
LOG-001348,PO-001348,Echo Global,Truck,26.76,2024-12-23,2024-12-23,Delivered,USA,Boston Flagship
LOG-001349,PO-001349,Echo Global,Truck,16.34,2025-02-12,2025-02-12,Delivered,USA,Boston Flagship
LOG-001350,PO-001350,Ryder,Truck,14.8,2025-02-21,2025-02-21,Delivered,USA,Boston Flagship
LOG-001351,PO-001351,J.B. Hunt,Truck,13.58,2025-03-01,2025-03-04,Delivered,USA,Boston Flagship
LOG-001352,PO-001352,UPS Supply Chain,Truck,20.11,2025-04-19,2025-04-19,Delivered,USA,Boston Flagship
LOG-001353,PO-001353,J.B. Hunt,Rail,9.23,2025-05-28,2025-05-28,Delivered,USA,Boston Flagship
LOG-001354,PO-001354,XPO Logistics,Rail,26.61,2025-08-01,2025-07-31,Delivered,USA,Boston Flagship
LOG-001355,PO-001355,Echo Global,Truck,14.83,2025-10-07,2025-10-07,Delivered,USA,Boston Flagship
LOG-001356,PO-001356,XPO Logistics,Air,10.16,2025-10-17,2025-10-17,Delivered,USA,Boston Flagship
LOG-001357,PO-001357,J.B. Hunt,Truck,20.19,2025-12-18,2025-12-20,Delivered,USA,Boston Flagship
LOG-001358,PO-001358,J.B. Hunt,Truck,15.74,2026-01-22,2026-01-22,Delivered,USA,Boston Flagship
LOG-001359,PO-001359,XPO Logistics,Air,13.65,2026-04-25,2026-04-25,Delivered,USA,Boston Flagship
LOG-001360,PO-001360,FedEx Freight,Rail,24.98,2026-05-31,2026-05-31,Delivered,USA,Boston Flagship
LOG-001361,PO-001361,FedEx Freight,Truck,9.31,2026-09-22,2026-09-22,Delivered,USA,Boston Flagship
LOG-001362,PO-001362,J.B. Hunt,Sea,17.97,2026-11-28,2026-11-28,Delivered,USA,Boston Flagship
LOG-001363,PO-001363,Echo Global,Sea,22.65,2026-12-20,2026-12-20,Delivered,USA,Boston Flagship
LOG-001364,PO-001364,Echo Global,Truck,18.19,2024-10-14,2024-10-18,Delivered,Canada,Boston Flagship
LOG-001365,PO-001365,J.B. Hunt,Truck,13.02,2024-11-12,2024-11-12,Delivered,Canada,Boston Flagship
LOG-001366,PO-001366,FedEx Freight,Truck,9.1,2024-12-17,2024-12-17,Delivered,Canada,Boston Flagship
LOG-001367,PO-001367,Echo Global,Truck,11.67,2025-01-23,2025-01-21,Delivered,Canada,Boston Flagship
LOG-001368,PO-001368,J.B. Hunt,Air,4.98,2025-02-11,2025-02-11,Delivered,Canada,Boston Flagship
LOG-001369,PO-001369,XPO Logistics,Rail,11.41,2025-03-15,2025-03-15,Delivered,Canada,Boston Flagship
LOG-001370,PO-001370,J.B. Hunt,Rail,8.64,2025-03-29,2025-03-29,Delivered,Canada,Boston Flagship
LOG-001371,PO-001371,FedEx Freight,Truck,7.55,2025-04-26,2025-04-26,Delivered,Canada,Boston Flagship
LOG-001372,PO-001372,Ryder,Truck,14.63,2025-06-25,2025-06-25,Delivered,Canada,Boston Flagship
LOG-001373,PO-001373,UPS Supply Chain,Truck,6.54,2025-08-01,2025-08-01,Delivered,Canada,Boston Flagship
LOG-001374,PO-001374,J.B. Hunt,Rail,9.66,2025-10-26,2025-10-26,Delivered,Canada,Boston Flagship
LOG-001375,PO-001375,XPO Logistics,Air,9.77,2025-11-04,2025-11-04,Delivered,Canada,Boston Flagship
LOG-001376,PO-001376,Ryder,Sea,9.27,2025-12-12,2025-12-15,Delivered,Canada,Boston Flagship
LOG-001377,PO-001377,Ryder,Air,4.38,2026-01-06,2026-01-12,Delivered,Canada,Boston Flagship
LOG-001378,PO-001378,Echo Global,Rail,6.55,2026-02-13,2026-02-13,Delivered,Canada,Boston Flagship
LOG-001379,PO-001379,FedEx Freight,Truck,9.89,2026-03-26,2026-03-26,Delivered,Canada,Boston Flagship
LOG-001380,PO-001380,UPS Supply Chain,Truck,7.1,2026-04-04,2026-04-04,Delivered,Canada,Boston Flagship
LOG-001381,PO-001381,J.B. Hunt,Air,4.87,2026-05-11,2026-05-11,Delivered,Canada,Boston Flagship
LOG-001382,PO-001382,UPS Supply Chain,Air,6.08,2026-06-23,2026-06-23,Delivered,Canada,Boston Flagship
LOG-001383,PO-001383,Echo Global,Sea,7.8,2026-08-22,2026-08-22,Delivered,Canada,Boston Flagship
LOG-001384,PO-001384,J.B. Hunt,Air,3.57,2026-10-08,2026-10-06,Delivered,Canada,Boston Flagship
LOG-001385,PO-001385,XPO Logistics,Rail,8.23,2026-11-16,2026-11-16,Delivered,Canada,Boston Flagship
LOG-001386,PO-001386,Ryder,Truck,11.62,2026-12-27,2026-12-27,Delivered,Canada,Boston Flagship
LOG-001387,PO-001387,FedEx Freight,Truck,8.46,2026-01-02,2026-01-02,Delivered,USA,Boston Flagship
LOG-001388,PO-001388,Ryder,Truck,15.37,2026-01-16,2026-01-16,Delivered,USA,Boston Flagship
LOG-001389,PO-001389,Echo Global,Air,18.17,2026-01-27,2026-01-29,Delivered,USA,Boston Flagship
LOG-001390,PO-001390,XPO Logistics,Truck,13.62,2026-03-08,2026-03-06,Delivered,USA,Boston Flagship
LOG-001391,PO-001391,FedEx Freight,Truck,13.36,2026-04-02,2026-04-02,Delivered,USA,Boston Flagship
LOG-001392,PO-001392,Echo Global,Sea,7.43,2026-06-17,2026-06-17,Delivered,USA,Boston Flagship
LOG-001393,PO-001393,UPS Supply Chain,Rail,9.8,2026-08-02,2026-08-02,Delivered,USA,Boston Flagship
LOG-001394,PO-001394,UPS Supply Chain,Rail,9.52,2026-08-28,2026-08-28,Delivered,USA,Boston Flagship
LOG-001395,PO-001395,Ryder,Air,9.96,2026-09-28,2026-09-28,Delivered,USA,Boston Flagship
LOG-001396,PO-001396,J.B. Hunt,Truck,6.18,2026-12-01,2026-12-01,Delivered,USA,Boston Flagship
LOG-001397,PO-001397,FedEx Freight,Truck,4.86,2024-10-23,2024-10-23,Delivered,USA,Boston Flagship
LOG-001398,PO-001398,Echo Global,Truck,9.08,2024-12-03,2024-12-07,Delivered,USA,Boston Flagship
LOG-001399,PO-001399,FedEx Freight,Truck,6.02,2024-12-17,2024-12-20,Delivered,USA,Boston Flagship
LOG-001400,PO-001400,Ryder,Sea,10.52,2025-01-19,2025-01-24,Delivered,USA,Boston Flagship
LOG-001401,PO-001401,Ryder,Truck,7.64,2025-03-23,2025-03-23,Delivered,USA,Boston Flagship
LOG-001402,PO-001402,UPS Supply Chain,Truck,8.85,2025-05-29,2025-06-03,Delivered,USA,Boston Flagship
LOG-001403,PO-001403,Ryder,Truck,8.11,2025-10-06,2025-10-06,Delivered,USA,Boston Flagship
LOG-001404,PO-001404,UPS Supply Chain,Truck,6.92,2025-10-26,2025-10-26,Delivered,USA,Boston Flagship
LOG-001405,PO-001405,FedEx Freight,Sea,5.9,2025-12-13,2025-12-13,Delivered,USA,Boston Flagship
LOG-001406,PO-001406,FedEx Freight,Truck,4.42,2026-01-02,2026-01-02,Delivered,USA,Boston Flagship
LOG-001407,PO-001407,XPO Logistics,Truck,9.7,2026-01-24,2026-01-24,Delivered,USA,Boston Flagship
LOG-001408,PO-001408,XPO Logistics,Truck,4.97,2026-02-08,2026-02-08,Delivered,USA,Boston Flagship
LOG-001409,PO-001409,J.B. Hunt,Truck,8.18,2026-03-11,2026-03-11,Delivered,USA,Boston Flagship
LOG-001410,PO-001410,J.B. Hunt,Truck,9.34,2026-04-27,2026-05-02,Delivered,USA,Boston Flagship
LOG-001411,PO-001411,Echo Global,Air,3.8,2026-05-31,2026-05-31,Delivered,USA,Boston Flagship
LOG-001412,PO-001412,UPS Supply Chain,Truck,7.35,2026-07-17,2026-07-17,Delivered,USA,Boston Flagship
LOG-001413,PO-001413,UPS Supply Chain,Sea,12.25,2026-09-27,2026-09-27,Delivered,USA,Boston Flagship
LOG-001414,PO-001414,XPO Logistics,Truck,9.37,2026-12-04,2026-12-04,Delivered,USA,Boston Flagship
LOG-001415,PO-001415,J.B. Hunt,Rail,4.47,2026-12-15,2026-12-15,Delivered,USA,Boston Flagship
LOG-001416,PO-001416,FedEx Freight,Truck,10.88,2026-12-31,2026-12-31,Delivered,USA,Boston Flagship
LOG-001417,PO-001417,Ryder,Air,7.95,2024-11-03,2024-11-03,Delivered,USA,Boston Flagship
LOG-001418,PO-001418,Echo Global,Air,7.8,2024-12-15,2024-12-15,Delivered,USA,Boston Flagship
LOG-001419,PO-001419,FedEx Freight,Truck,5.25,2025-02-26,2025-02-26,Delivered,USA,Boston Flagship
LOG-001420,PO-001420,XPO Logistics,Truck,7.31,2025-03-17,2025-03-17,Delivered,USA,Boston Flagship
LOG-001421,PO-001421,Ryder,Truck,2.63,2025-05-24,2025-05-24,Delivered,USA,Boston Flagship
LOG-001422,PO-001422,Ryder,Truck,4.55,2025-06-02,2025-06-02,Delivered,USA,Boston Flagship
LOG-001423,PO-001423,UPS Supply Chain,Truck,6.54,2025-07-01,2025-07-01,Delivered,USA,Boston Flagship
LOG-001424,PO-001424,XPO Logistics,Truck,4.25,2025-09-17,2025-09-17,Delivered,USA,Boston Flagship
LOG-001425,PO-001425,UPS Supply Chain,Rail,3.28,2025-10-11,2025-10-11,Delivered,USA,Boston Flagship
LOG-001426,PO-001426,UPS Supply Chain,Truck,6.2,2025-10-21,2025-10-20,Delivered,USA,Boston Flagship
LOG-001427,PO-001427,Ryder,Truck,2.09,2025-11-18,2025-11-18,Delivered,USA,Boston Flagship
LOG-001428,PO-001428,FedEx Freight,Truck,4.43,2025-11-24,2025-11-24,Delivered,USA,Boston Flagship
LOG-001429,PO-001429,Ryder,Truck,4.04,2025-12-23,2025-12-23,Delivered,USA,Boston Flagship
LOG-001430,PO-001430,FedEx Freight,Truck,2.72,2026-01-16,2026-01-16,Delivered,USA,Boston Flagship
LOG-001431,PO-001431,FedEx Freight,Air,3.98,2026-03-22,2026-03-22,Delivered,USA,Boston Flagship
LOG-001432,PO-001432,Echo Global,Truck,2.54,2026-04-29,2026-04-28,Delivered,USA,Boston Flagship
LOG-001433,PO-001433,Ryder,Truck,4.12,2026-07-03,2026-07-03,Delivered,USA,Boston Flagship
LOG-001434,PO-001434,Echo Global,Sea,2.98,2026-09-15,2026-09-14,Delivered,USA,Boston Flagship
LOG-001435,PO-001435,FedEx Freight,Rail,2.88,2026-10-13,2026-10-13,Delivered,USA,Boston Flagship
LOG-001436,PO-001436,Echo Global,Rail,7.19,2024-10-18,2024-10-16,Delivered,USA,Boston Flagship
LOG-001437,PO-001437,FedEx Freight,Truck,9.94,2024-10-27,2024-10-27,Delivered,USA,Boston Flagship
LOG-001438,PO-001438,Ryder,Truck,9.98,2024-11-14,2024-11-13,Delivered,USA,Boston Flagship
LOG-001439,PO-001439,J.B. Hunt,Truck,6.34,2024-12-13,2024-12-13,Delivered,USA,Boston Flagship
LOG-001440,PO-001440,Ryder,Sea,6.62,2024-12-27,2024-12-27,Delivered,USA,Boston Flagship
LOG-001441,PO-001441,Ryder,Truck,6.93,2025-01-24,2025-01-24,Delivered,USA,Boston Flagship
LOG-001442,PO-001442,UPS Supply Chain,Truck,7.56,2025-03-02,2025-03-02,Delivered,USA,Boston Flagship
LOG-001443,PO-001443,Ryder,Sea,7.69,2025-03-13,2025-03-13,Delivered,USA,Boston Flagship
LOG-001444,PO-001444,Echo Global,Rail,7.53,2025-04-28,2025-04-28,Delivered,USA,Boston Flagship
