ReturnID,ReturnDate,InvoiceID,StoreName,SKU,ProductName,Category,ReturnedQty,ReturnReason,RefundAmount
RET-000580,2026-11-20,INV-0028266,Philadelphia Standard,PRD-0007,ValuBrand Carbonated Drinks Premium,Beverages,1,Expired,1.86
RET-000581,2026-08-19,INV-0005380,Boston Flagship,PRD-0115,ClearSpring Frozen Meals Lite,Frozen Foods,1,Expired,13.93
RET-000582,2025-08-03,INV-0062324,Providence Express,PRD-0149,QuickServe OTC Medicine Premium,Health & Beauty,2,Damaged,30.81
RET-000583,2026-04-09,INV-0013777,Atlanta Flagship,PRD-0139 ,FreshFirst Vitamins Original,Health & Beauty,2,Damaged,14.91
RET-000584,2026-07-26,INV-0035553,Philadelphia Standard,PRD-0159,ElitePro Cleaning Products Lite,Household,3,Customer Return,31.34
RET-000585,2026-05-23,INV-0036531,Charlotte Standard,PRD-0014,OptimaFood Juices Select,Beverages,3,Customer Return,8.04
RET-000586,2026-01-21,INV-0051011,Tampa Compact,PRD-0067,EverGreen Cheese Classic,Dairy,3,Damaged,42.1
RET-000587,2025-03-17,INV-0016176,Chicago Flagship,PRD-0035,ElitePro Energy Drinks Select,Beverages,2,Damaged,3.55
RET-000588,2026-08-11,INV-0039338,Charlotte Standard,PRD-0078,ValuBrand Yogurt Classic,Dairy,1,Damaged,3.83
RET-000589,2025-12-01,INV-0023713,Denver Standard,PRD-0046,ElitePro Chips & Crisps Deluxe 250g,Snacks,1,Damaged,1.21
RET-000590,2026-08-04,INV-0012927,Atlanta Flagship,PRD-0117,GoldCrest Frozen Meals Plus,Frozen Foods,4,Customer Return,35.95
RET-000591,2025-11-16,INV-0063212,Indianapolis Standard,PRD-0015,QuickServe Juices Premium,Beverages,12,Damaged,48.93
RET-000592,2026-12-31,INV-0055931,Phoenix Compact,PRD-0088,UrbanHarvest Canned Goods Original 500g,Grocery,1,Customer Return,2.29
RET-000593,2026-04-02,INV-0034955,Philadelphia Standard,PRD-0146,UrbanHarvest Personal Care Lite,Health & Beauty,1,Incorrect Shipment,4.01
RET-000594,2026-07-19,INV-0006248,Boston Flagship,PRD-0132,ClearSpring Ice Cream Classic,Frozen Foods,5,Incorrect Shipment,38.7
RET-000595,2026-12-17,INV-0080313,Milwaukee Compact,PRD-0124,SunRise Frozen Vegetables Value,Frozen Foods,3,Incorrect Shipment,19.91
RET-000596,2025-08-09,INV-0013264,Atlanta Flagship,PRD-0125,CoastalSelect Frozen Vegetables Premium,Frozen Foods,3,Expired,21.95
RET-000597,2026-02-04,INV-0013056,Atlanta Flagship,PRD-0120,HomeComfort Frozen Vegetables Classic,Frozen Foods,1,Quality Issue,5.53
RET-000598,2026-12-22,INV-0063198,Indianapolis Standard,PRD-0014,OptimaFood Juices Select,Beverages,7,Customer Return,19.52
RET-000599,2025-08-25,INV-0019173,Chicago Flagship,PRD-0101,SunRise Condiments Original 400g,Grocery,4,Quality Issue,11.83
RET-000600,2025-12-11,INV-0049982,Tampa Compact,PRD-0032,FreshFirst Energy Drinks Plus,Beverages,9,Expired,55.12
RET-000601,2025-11-18,INV-0018451,Chicago Flagship,PRD-0088,UrbanHarvest Canned Goods Original 500g,Grocery,1,Expired,2.08
RET-000602,2025-10-04,INV-0072045,Salt Lake City Express,PRD-0094,SunRise Canned Goods Value 200g,Grocery,1,Quality Issue,4.07
RET-000603,2026-06-07,INV-0054031,Phoenix Compact,PRD-0007,ValuBrand Carbonated Drinks Premium,Beverages,8,Damaged,13.35
RET-000604,2026-12-15,INV-0054604,Phoenix Compact,PRD-0028,BluePeak Water & Sparkling Deluxe,Beverages,1,Damaged,1.8
RET-000605,2026-01-29,INV-0052567,Tampa Compact,PRD-0117,GoldCrest Frozen Meals Plus,Frozen Foods,1,Expired,8.49
RET-000606,2025-10-30,INV-0059468,Providence Express,PRD-0053,UrbanUarvest Nuts & Seeds Original 400g,Snacks,3,Damaged,26.97
RET-000607,2026-08-10,INV-0013232,Atlanta Flagship,PRD-0124,SunRise Frozen Vegetables Value,Frozen Foods,1,Expired,6.37
RET-000608,2026-10-02,INV-0021967,Chicago Flagship,PRD-0163,SunRise Paper Products Premium,Household,5,Expired,41.27
RET-000609,2026-12-12,INV-0046364,Columbus Standard,PRD-0095,CoastalSelect Condiments Select 500g,Grocery,1,Damaged,8.01
RET-000610,2026-04-13,INV-0045079,Columbus Standard,PRD-0065,NaturePath Cheese Classic,Dairy,3,Quality Issue,18.49
RET-000611,2026-08-16,INV-0071557,Salt Lake City Express,PRD-0058,EverGreen Cookies & Bars Original 500g,Snacks,2,Incorrect Shipment,4.78
RET-000612,2025-11-24,INV-0043718,Columbus Standard,PRD-0027,ValuBrand Water & Sparkling Plus,Beverages,11,Customer Return,18.71
RET-000613,2025-10-09,INV-0071620,Salt Lake City Express,PRD-0065,NaturePath Cheese Classic,Dairy,9,Expired,55.46
RET-000614,2025-08-21,INV-0035167,Philadelphia Standard,PRD-0152,CoastalSelect OTC Medicine Original,Health & Beauty,1,Expired,21.99
RET-000615,2025-07-20,INV-0038690,Charlotte Standard,PRD-0066,OptimaFood Cheese Lite,Dairy,2,Incorrect Shipment,33.44
RET-000616,2025-06-20,INV-0037069,Charlotte Standard, PRD-0028,BluePeak Water & Sparkling Deluxe,Beverages,4,Customer Return,6.81
RET-000617,2025-12-09,INV-0005438,Boston Flagship,PRD-0116,CoastalSelect Frozen Meals Select,Frozen Foods,1,Expired,11.16
RET-000618,2026-09-10,INV-0073286,Detroit Compact,PRD-0009,CoastalSelect Carbonated Drinks Deluxe,Beverages,1,Customer Return,2.31
RET-000619,2026-05-21,INV-0073593,Detroit Compact,PRD-0028,BluePeak Water & Sparkling Deluxe,Beverages,7,Expired,12.67
RET-000620,2026-09-19,INV-0023842,Denver Standard,PRD-0049,GoldCrest Nuts & Seeds Deluxe 750g,Snacks,4,Damaged,28.31
RET-000621,2026-03-18,INV-0025947,Denver Standard,PRD-0114,UrbanHarvest Frozen Meals Select,Frozen Foods,1,Customer Return,15.1
RET-000622,2026-04-24,INV-0003187,Boston Flagship,PRD-0067,EverGreen Cheese Classic,Dairy,1,Damaged,11.39
RET-000623,2025-12-28,INV-0068536,Nashville Compact,PRD-0058,EverGreen Cookies & Bars Original 500g,Snacks,7,Damaged,19.05
RET-000624,2026-04-09,INV-0055536,Phoenix Compact,PRD-0071,CoastalSelect Cheese Lite,Dairy,3,Customer Return,32.16
RET-000625,2026-06-15,INV-0006246,Boston Flagship,PRD-0132,ClearSpring Ice Cream Classic,Frozen Foods,9,Customer Return,80.26
RET-000626,2026-08-12,INV-0079874,Milwaukee Compact,PRD-0053,UrbanHarvest Nuts & Seeds Original 400g,Snacks,2,Customer Return,18.32
RET-000627,2025-02-07,INV-0011693,Atlanta Flagship,PRD-0090,BluePeak Canned Goods Deluxe 250g,Grocery,3,Damaged,11.46
RET-000628,2026-12-31,INV-0055990,Phoenix Compact,PRD-0090,BluePeak Canned Goods Deluxe 250g,Grocery,1,Expired,3.75
RET-000629,2026-10-13,INV-0008403,Atlanta Flagship,PRD-0011,ElitePro Carbonated Drinks Pro,Beverages,4,Quality Issue,11.26
RET-000630,2025-10-10,INV-0049022,Tampa Compact,PRD-0009,CoastalSelect Carbonated Drinks Deluxe,Beverages,3,Damaged,7.51
RET-000631,2026-07-02,INV-0031883,Philadelphia Standard,PRD-0085,BluePeak Canned Goods Value 500g,Grocery,1,Damaged,1.58
RET-000632,2025-08-14,INV-0031337,Philadelphia Standard,PRD-0073,QuickServe Yogurt Pro,Dairy,1,Customer Return,2.93
RET-000633,2025-10-25,INV-0067113,Nashville Compact,PRD-0002,PureChoice Carbonated Drinks Plus,Beverages,1,Expired,1.88
RET-000634,2025-12-19,INV-0019499,Chicago Flagship,PRD-0113,SunRise Frozen Meals Plus,Frozen Foods,3,Quality Issue,35.41
RET-000635,2025-11-16,INV-0025838,Denver Standard,PRD-0113,SunRise Frozen Meals Plus,Frozen Foods,1,Damaged,11.11
RET-000636,2026-05-16,INV-0073238,Detroit Compact,PRD-0007,ValuBrand Carbonated Drinks Premium,Beverages,1,Quality Issue,1.7
RET-000637,2025-09-29,INV-0034309,Philadelphia Standard,PRD-0134,PureChoice Vitamins Deluxe,Health & Beauty,1,Damaged,18.59
RET-000638,2025-11-25,INV-0034256,Philadelphia Standard,PRD-0132,ClearSpring Ice Cream Classic,Frozen Foods,4,Damaged,33.72
RET-000639,2026-07-31,INV-0019185,Chicago Flagship,PRD-0101,SunRise Condiments Original 400g,Grocery,6,Customer Return,18.04
RET-000640,2026-12-23,INV-0018806,Chicago Flagship,PRD-0093,BluePeak Canned Goods Classic 400g,Grocery,2,Damaged,4.36
RET-000641,2025-11-15,INV-0035797,Charlotte Standard,PRD-0001,BluePeak Carbonated Drinks Plus,Beverages,1,Quality Issue,1.5
RET-000642,2025-08-29,INV-0053277,Tampa Compact,PRD-0141,UrbanHarvest Vitamins Pro,Health & Beauty,1,Damaged,7.17
RET-000643,2026-03-05,INV-0034705,Philadelphia Standard,PRD-0140,PureChoice Vitamins Classic,Health & Beauty,1,Expired,22.19
RET-000644,2026-02-28,INV-0077400,Raleigh Standard,PRD-0124,SunRise Frozen Vegetables Value,Frozen Foods,4,Quality Issue,23.41
RET-000645,2026-12-09,INV-0060536,Providence Express,PRD-0089,OptimaFood Canned Goods Lite 250g,Grocery,1,Customer Return,2.68
RET-000646,2025-07-08,INV-0022298,Denver Standard,PRD-0008,QuickServe Carbonated Drinks Deluxe,Beverages,3,Incorrect Shipment,7.1
RET-000647,2026-08-28,INV-0072631,Salt Lake City Express,PRD-0132,ClearSpring Ice Cream Classic,Frozen Foods,5,Damaged,38.56
RET-000648,2026-03-30,INV-0018084,Chicago Flagship,PRD-0078,ValuBrand Yogurt Classic,Dairy,2,Damaged,7.73
RET-000649,2026-06-06,INV-0018108,Chicago Flagship,PRD-0078,ValuBrand Yogurt Classic,Dairy,1,Expired,4.16
RET-000650,2026-12-31,INV-0056562,Phoenix Compact,PRD-0115,ClearSpring Frozen Meals Lite,Frozen Foods,2,Damaged,28.65
RET-000651,2025-10-09,INV-0067962,Nashville Compact,PRD-0031,FreshFirst Energy Drinks Pro,Beverages,1,Expired,4.56
RET-000652,2026-10-02,INV-0014092,Atlanta Flagship,PRD-0149,QuickServe OTC Medicine Premium,Health & Beauty,1,Quality Issue,16.5
RET-000653,2025-07-24,INV-0012564,Atlanta Flagship,PRD-0113,SunRise Frozen Meals Plus,Frozen Foods,2,Customer Return,23.09
RET-000654,2026-03-17,INV-0000184,Boston Flagship,PRD-0003,EverGreen Carbonated Drinks Deluxe,Beverages,9,Expired,14.22
RET-000655,2026-12-10,INV-0021542,Chicago Flagship,PRD-0155,QuickServe Cleaning Products Original,Household,1,Damaged,3.34
RET-000656,2025-12-03,INV-0045626,Columbus Standard,PRD-0078,ValuBrand Yogurt Classic,Dairy,2,Damaged,7.01
RET-000657,2025-10-04,INV-0013107,Atlanta Flagship,PRD-0121,CoastalSelect Frozen Vegetables Value,Frozen Foods,1,Incorrect Shipment,4.86
RET-000658,2025-12-31,INV-0025366,Denver Standard,PRD-0094,SunRise Canned Goods Value 200g,Grocery,7,Customer Return,26.98
RET-000659,2025-10-03,INV-0045423,Columbus Standard,PRD-0073,QuickServe Yogurt Pro,Dairy,6,Quality Issue,16.84
RET-000660,2024-11-30,INV-0006495,Boston Flagship,PRD-0139,FreshFirst Vitamins Original,Health & Beauty,1,Expired,7.04
RET-000661,2025-12-28,INV-0058751,Providence Express,PRD-0028,BluePeak Water & Sparkling Deluxe,Beverages,7,Expired,11.97
RET-000662,2025-03-30,INV-0038752,Charlotte Standard,PRD-0067,EverGreen Cheese Classic,Dairy,15,Incorrect Shipment,187.83
RET-000663,2026-02-08,INV-0071136,Salt Lake City Express,PRD-0030,BluePeak Water & Sparkling Plus,Beverages,3,Damaged,6.11
RET-000664,2025-05-11,INV-0031017,Philadelphia Standard,PRD-0067,EverGreen Cheese Classic,Dairy,1,Quality Issue,14.07
RET-000665,2026-04-09,INV-0049949,Tampa Compact,PRD-0031,FreshFirst Energy Drinks Pro,Beverages,1,Expired,4.61
RET-000666,2026-01-16,INV-0039169,Charlotte Standard,PRD-0076,ClearSpring Yogurt Plus,Dairy,4,Quality Issue,11.24
RET-000667,2026-12-31,INV-0032003,Philadelphia Standard,PRD-0087,HomeComfort Canned Goods Original 200g,Grocery,5,Expired,7.81
RET-000668,2025-11-17,INV-0066505,Indianapolis Standard,PRD-0140,PureChoice Vitamins Classic,Health & Beauty,1,Customer Return,21.24
RET-000669,2026-05-11,INV-0072310,Salt Lake City Express,PRD-0114,UrbanHarvest Frozen Meals Select,Frozen Foods,1,Customer Return,15.22
RET-000670,2026-06-15,INV-0017231,Chicago Flagship,PRD-0061,BluePeak Cookies & Bars Original 400g,Snacks,1,Customer Return,3.77
RET-000671,2026-07-25,INV-0064384,Indianapolis Standard,PRD-0061,BluePeak Cookies & Bars Original 400g,Snacks,1,Quality Issue,3.38
RET-000672,2025-09-16,INV-0060077,Providence Express,PRD-0076,ClearSpring Yogurt Plus,Dairy,1,Incorrect Shipment,2.98
RET-000673,2026-12-09,INV-0007315,Boston Flagship,PRD-0155,QuickServe Cleaning Products Original,Household,1,Customer Return,3.18
RET-000674,2025-09-11,INV-0001179,Boston Flagship,PRD-0024,SunRise Water & Sparkling Premium,Beverages,1,Damaged,1.24
RET-000675,2025-07-10,INV-0058314,Providence Express,PRD-0014,OptimaFood Juices Select,Beverages,1,Quality Issue,2.74
RET-000676,2026-12-02,INV-0066388,Indianapolis Standard,PRD-0136,FreshFirst Vitamins Plus,Health & Beauty,1,Quality Issue,9.82
RET-000677,2026-07-23,INV-0000527,Boston Flagship,PRD-0010,NaturePath Carbonated Drinks Plus,Beverages,1,Customer Return,2.64
RET-000678,2025-06-04,INV-0023486,Denver Standard,PRD-0039,UrbanHarvest Chips & Crisps Plus 1000g,Snacks,7,Customer Return,34.14
RET-000679,2024-11-20,INV-0016383,Chicago Flagship,PRD-0040,UrbanHarvest Chips & Crisps Premium 1000g,Snacks,7,Damaged,28.02
RET-000680,2025-04-25,INV-0007899,Atlanta Flagship,PRD-0003,EverGreen Carbonated Drinks Deluxe,Beverages,1,Incorrect Shipment,1.67
RET-000681,2024-11-09,INV-0003407,Boston Flagship,PRD-0073,QuickServe Yogurt Pro,Dairy,2,Expired,4.98
RET-000682,2024-11-17,INV-0040837,Charlotte Standard,PRD-0115,ClearSpring Frozen Meals Lite,Frozen Foods,5,Damaged,65.25
RET-000683,2026-08-16,INV-0063083,Indianapolis Standard,PRD-0011,ElitePro Carbonated Drinks Pro,Beverages,2,Damaged,5.09
RET-000684,2025-10-02,INV-0072610,Salt Lake City Express,PRD-0132,ClearSpring Ice Cream Classic,Frozen Foods,1,Customer Return,8.49
RET-000685,2026-01-23,INV-0031416,Philadelphia Standard,PRD-0074,BluePeak Yogurt Deluxe,Dairy,1,Quality Issue,5.22
RET-000686,2026-02-04,INV-0068970,Nashville Compact,PRD-0082,HomeComfort Butter & Spreads Classic,Dairy,4,Expired,35.1
RET-000687,2026-12-28,INV-0033952,Philadelphia Standard,PRD-0124,SunRise Frozen Vegetables Value,Frozen Foods,4,Customer Return,27.63
RET-000688,2025-12-30,INV-0054333,Phoenix Compact,PRD-0016,FreshFirst Juices Deluxe,Beverages,1,Customer Return,3.59
RET-000689,2026-02-26,INV-0012981,Atlanta Flagship,PRD-0119,PureChoice Frozen Meals Lite,Frozen Foods,3,Incorrect Shipment,21.81
RET-000690,2026-07-16,INV-0038678,Charlotte Standard,PRD-0065,NaturePath Cheese Classic,Dairy,14,Expired,84.81
RET-000691,2026-10-02,INV-0031538,Philadelphia Standard,PRD-0076,ClearSpring Yogurt Plus,Dairy,7,Customer Return,17.6
RET-000692,2026-11-10,INV-0052339,Tampa Compact,PRD-0113,SunRise Frozen Meals Plus,Frozen Foods,2,Customer Return,23.22
RET-000693,2026-06-30,INV-0044640,Columbus Standard,PRD-0050,HomeComfort Nuts & Seeds Deluxe 500g,Snacks,7,Damaged,48.68
RET-000694,2026-02-02,INV-0001560,Boston Flagship,PRD-0030,BluePeak Water & Sparkling Plus,Beverages,2,Damaged,4.29
RET-000695,2026-10-08,INV-0033417,Philadelphia Standard,PRD-0115,ClearSpring Frozen Meals Lite,Frozen Foods,1,Expired,14.58
RET-000696,2026-12-16,INV-0062977,Indianapolis Standard,PRD-0008,QuickServe Carbonated Drinks Deluxe,Beverages,1,Damaged,2.3
RET-000697,2025-04-27,INV-0045460,Columbus Standard,PRD-0074,BluePeak Yogurt Deluxe,Dairy,1,Incorrect Shipment,5.43
RET-000698,2025-12-21,INV-0028857,Philadelphia Standard,PRD-0018,CoastalSelect Juices Plus,Beverages,4,Incorrect Shipment,8.29
RET-000699,2026-12-13,INV-0071723,Salt Lake City Express,PRD-0072,FreshFirst Cheese Select,Dairy,1,Expired,5.88
RET-000700,2026-04-21,INV-0068690,Nashville Compact,PRD-0067,EverGreen Cheese Classic,Dairy,1,Customer Return,12.85
RET-000701,2026-11-04,INV-0070270,Nashville Compact,PRD-0141,UrbanHarvest Vitamins Pro,Health & Beauty,3,Expired,21.74
RET-000702,2026-08-17,INV-0059202,Providence Express,prd-0041,UrbanHarvest Chips & Crisps Premium 300g,Snacks,2,Damaged,4.67
RET-000703,2026-04-18,INV-0017640,Chicago Flagship,PRD-0071,CoastalSelect Cheese Lite,Dairy,1,Damaged,11.39
RET-000704,2026-11-15,INV-0068243,Nashville Compact,PRD-0044,EverGreen Chips & Crisps Original 300g,Snacks,2,Expired,7.05
RET-000705,2026-01-15,INV-0068014,Nashville Compact,PRD-0034,ClearSpring Energy Drinks Premium,Beverages,1,Expired,3.66
RET-000706,2026-05-17,INV-0073506,Detroit Compact,PRD-0020,HomeComfort Juices Value,Beverages,4,Customer Return,18.44
RET-000707,2025-12-23,INV-0067207,Nashville Compact,PRD-0007,ValuBrand Carbonated Drinks Premium,Beverages,1,Damaged,1.66
RET-000708,2025-06-08,INV-0027868,Philadelphia Standard,PRD-0001,BluePeak Carbonated Drinks Plus,Beverages,2,Incorrect Shipment,2.74
RET-000709,2026-12-31,INV-0068619,Nashville Compact,PRD-0061,BluePeak Cookies & Bars Original 400g,Snacks,1,Damaged,3.65
RET-000710,2026-04-18,INV-0041694,Charlotte Standard,PRD-0132,ClearSpring Ice Cream Classic,Frozen Foods,3,,23.36
RET-000711,2026-03-18,INV-0067812,Nashville Compact,PRD-0028,BluePeak Water & Sparkling Deluxe,Beverages,5,Damaged,8.92
RET-000712,2026-07-30,INV-0001589,Boston Flagship,PRD-0030,BluePeak Water & Sparkling Plus,Beverages,5,Damaged,11.36
RET-000713,2025-11-09,INV-0046885,Columbus Standard,PRD-0113,SunRise Frozen Meals Plus,Frozen Foods,3,Damaged,34.29
RET-000714,2026-09-12,INV-0053342,Tampa Compact,PRD-0145,QuickServe Personal Care Pro,Health & Beauty,5,Incorrect Shipment,57.55
RET-000715,2026-04-01,INV-0003517,Boston Flagship,PRD-0074,BluePeak Yogurt Deluxe,Dairy,4,Expired,21.75
RET-000716,2025-06-27,INV-0056335,Phoenix Compact,PRD-0108,UrbanHarvest Pasta & Grains Select 400g,Grocery,1,Expired,2.87
RET-000717,2025-06-16,INV-0040552,Charlotte Standard,PRD-0109,HomeComfort Pasta & Grains Select 300g,Grocery,2,Quality Issue,9.33
RET-000718,2026-08-04,INV-0073825,Detroit Compact,PRD-0040,UrbanHarvest Chips & Crisps Premium 1000g,Snacks,3,Quality Issue,13.77
RET-000719,2025-10-29,INV-0004712,Boston Flagship,PRD-0098,CoastalSelect Condiments Plus 1000g,Grocery,1,Customer Return,5.78
RET-000720,2026-12-31,INV-0022569,Denver Standard,PRD-0012,PureChoice Carbonated Drinks Lite,Beverages,7,Customer Return,20.17
RET-000721,2026-12-14,INV-0078373,Hartford Express,PRD-0046,ElitePro Chips & Crisps Deluxe 250g,Snacks,2,Expired,2.64
RET-000722,2026-11-10,INV-0002963,Boston Flagship,PRD-0063,OptimaFood Cookies & Bars Deluxe 200g,Snacks,3,Damaged,11.37
RET-000723,2024-11-29,INV-0007551,Boston Flagship,PRD-0160,BluePeak Cleaning Products Plus,Household,3,Customer Return,26.33
RET-000724,2026-12-31,INV-0047554,Columbus Standard,PRD-0125,CoastalSelect Frozen Vegetables Premium,Frozen Foods,1,Incorrect Shipment,7.47
RET-000725,2025-10-29,INV-0049400,Tampa Compact,PRD-0016,FreshFirst Juices Deluxe,Beverages,2,Quality Issue,8.19
RET-000726,2025-12-23,INV-0074420,Detroit Compact,PRD-0081,PureChoice Butter & Spreads Lite,Dairy,3,Customer Return,26.32
RET-000727,2025-04-20,INV-0007128,Boston Flagship,PRD-0152,CoastalSelect OTC Medicine Original,Health & Beauty,2,Expired,42.54
RET-000728,2026-08-23,INV-0006590,Boston Flagship,PRD-0139,FreshFirst Vitamins Original,Health & Beauty,2,Customer Return,14.13
RET-000729,2026-08-02,INV-0011287,Atlanta Flagship,PRD-0078,ValuBrand Yogurt Classic,Dairy,1,Expired,4.11
RET-000730,2026-11-08,INV-0043288,Columbus Standard,PRD-0011,ElitePro Carbonated Drinks Pro,Beverages,3,Expired,7.9
RET-000731,2025-05-04,INV-0004587,Boston Flagship,PRD-0096,EverGreen Condiments Premium 500g,Grocery,3,Customer Return,22.66
RET-000732,2025-12-14,INV-0065272,Indianapolis Standard,PRD-0094,SunRise Canned Goods Value 200g,Grocery,1,Incorrect Shipment,3.76
RET-000733,2025-07-04,INV-0035410,Philadelphia Standard,PRD-0157,EverGreen Cleaning Products Lite,Household,1,,9.56
RET-000734,2026-12-02,INV-0075363,Detroit Compact,prd-0132,ClearSpring Ice Cream Classic,Frozen Foods,2,Damaged,17.68
RET-000735,2026-01-06,INV-0035482,Philadelphia Standard,PRD-0158,ElitePro Cleaning Products Deluxe,Household,1,Customer Return,5.29
RET-000736,2026-04-25,INV-0041815,Charlotte Standard,PRD-0138,SunRise Vitamins Deluxe,Health & Beauty,4,Customer Return,90.87
RET-000737,2026-05-10,INV-0072573,Salt Lake City Express,PRD-0128,QuickServe Ice Cream Plus,Frozen Foods,5,Damaged,31.35
RET-000738,2026-10-04,INV-0052060,Tampa Compact,PRD-0101,SunRise Condiments Original 400g,Grocery,3,Damaged,9.82
RET-000739,2026-12-07,INV-0049382,Tampa Compact,PRD-0015,quickserve juices premium,Beverages,1,Customer Return,3.99
RET-000740,2025-03-12,INV-0057657,Phoenix Compact,PRD-0160,BluePeak Cleaning Products Plus,Household,1,Customer Return,8.92
RET-000741,2026-10-03,INV-0060908,Providence Express,PRD-0099,EverGreen Condiments Original 400g,Grocery,2,Customer Return,8.09
RET-000742,2026-11-09,INV-0080034,Milwaukee Compact,PRD-0078,ValuBrand Yogurt Classic,Dairy,1,Damaged,4.13
RET-000743,2026-04-21,INV-0008521,Atlanta Flagship,PRD-0014,OptimaFood Juices Select,Beverages,2,Damaged,5.1
RET-000744,2026-04-05,INV-0061927,Providence Express,PRD-0136,FreshFirst Vitamins Plus,Health & Beauty,1,Incorrect Shipment,9.3
RET-000745,2026-03-20,INV-0071800,Salt Lake City Express,PRD-0078,ValuBrand Yogurt Classic,Dairy,1,Incorrect Shipment,3.78
RET-000746,2026-08-13,INV-0072533,Salt Lake City Express,PRD-0125,CoastalSelect Frozen Vegetables Premium,Frozen Foods,2,Incorrect Shipment,14.23
RET-000747,2025-12-24,INV-0006547,Boston Flagship,PRD-0139,FreshFirst Vitamins Original,Health & Beauty,4,Damaged,29.93
RET-000748,2026-12-31,INV-0021017,Chicago Flagship,PRD-0140,PureChoice Vitamins Classic,Health & Beauty,1,Customer Return,22.96
